id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT
bK05R34C,3290808,"       (2005 RC34)","2005 RC34",,,Y,Y,19.7,,,,,,,,,,,,,,,,,,,"JPL 56",2459000.5,59000,20200531.0000000,J2000,.5132332478753686,2.061153170554603,1.00330083446225,10.76914560360934,290.9659992677483,36.11770632176295,354.7538724516737,3.119005506646956,.3330724210047175,2459016.250711309274,20200615.7507113,1080.846018154416,2.95919512157267,.0397912,15.485541304,2.29505,3.586,2.3602E-8,8.6885E-9,4.9878E-8,1.0342E-5,8.3995E-6,1.7462E-5,8.5844E-6,1.3148E-8,2.106E-9,2.5862E-5,6.8342E-6,APO,"Otto Matic",2169,2005-06-09,2011-05-18,368,2,2,0,.38643,,,,,
bK05R34D,3290809,"       (2005 RD34)","2005 RD34",,,Y,N,20.3,,,,,,,,,,,,,,,,,,,"JPL 27",2459000.5,59000,20200531.0000000,J2000,.2647078391191184,1.326671223556892,.9754909507476304,19.92106244013091,175.5447101094567,102.0913197554376,281.067345785495,1.677851496366154,.6449991024183466,2459122.876378383406,20200930.3763784,558.1403115914786,1.52810489142089,.130013,50.59715921,3.55496,4.838,8.6353E-8,2.9456E-8,1.2863E-7,3.0946E-5,1.8143E-5,4.0172E-5,7.5526E-5,3.7253E-8,2.1481E-8,.00012099,1.8588E-5,APO,"Otto Matic",3052,2005-09-15,2014-01-23,85,,,0,.65305,,,,,
bK05S00C,3290856,"       (2005 SC)","2005 SC",,,Y,N,20.2,,,,,,,,,,,,,,,,,,,"JPL 18",2459000.5,59000,20200531.0000000,J2000,.6627717264562164,2.255448023153861,.7606008429159162,6.611555535906384,281.00104249101,156.7049159935402,103.5642137492447,3.750295203391806,.290974438679722,2458644.577967057310,20190610.0779671,1237.222079140275,3.38732944323142,.0734682,28.591619394,1.56446,3.286,7.922E-8,7.0669E-9,1.7664E-7,1.5525E-5,.00022771,.00021351,6.0099E-6,1.1751E-8,1.3675E-9,1.9275E-5,5.8148E-6,APO,"Otto Matic",3854,2005-09-15,2016-04-04,87,,,0,.55123,,,,,
bK05S00L,3290880,"       (2005 SL)","2005 SL",,,Y,N,22.9,,,,,,,,,,,,,,,,,,,"JPL 10",2453637.5,53637,20050924.0000000,J2000,.2986068076780473,1.126346462296618,.7900117408507632,6.174119734199969,176.2842222087279,289.7466238570377,287.6948208187896,1.462681183742474,.8245102802070493,2453725.194696981890,20051220.6946970,436.6228155573725,1.19540811925359,.0249195,9.697921815,3.67386,5.503,.001448,.0010689,.00088136,.036627,.004655,.016224,.15368,.0013881,.0011737,.061565,.62155,APO,"Otto Matic",10,2005-09-22,2005-10-02,35,,,8,.73978,,,,,
bK05S00Q,3290881,"       (2005 SQ)","2005 SQ",,,Y,Y,20.1,,,,,,,,,,,,,,,,,,,"JPL 41",2459000.5,59000,20200531.0000000,J2000,.5744763962852201,1.655074553019359,.7042732882174262,1.200422703163506,317.2546221371423,294.8724219923057,8.006560312518531,2.605875817821291,.4628899287574046,2458983.203101071973,20200513.7031011,777.7226887748338,2.12928867563267,.00548517,2.1346636089,2.45762,4.067,7.4572E-8,7.8268E-9,1.2613E-7,7.6887E-6,.00019836,.00019901,1.7628E-5,1.2323E-8,3.2835E-9,3.7991E-5,5.5167E-6,APO,"Otto Matic",5474,2005-09-22,2020-09-17,182,,,0,.54156,,,,,
bK05S01O,3291099,"       (2005 SO1)","2005 SO1",,,Y,N,25.4,,,,,,,,,,,,,,,,,,,"JPL 9",2459000.5,59000,20200531.0000000,J2000,.5772882472542451,2.166864002093034,.9159588802864274,5.236578464254976,358.7905229899909,315.6128859671863,227.8386707014799,3.41776912389964,.3089986569440187,2459428.208426326473,20210801.7084263,1165.053607547625,3.18974293647536,.00582109,2.2653935953,1.92157,3.451,.00087146,.003814,.00027613,.0051216,.01009,.010073,4.4784,.0060157,.00081582,15.623,3.076,APO,"Otto Matic",14,2005-09-23,2005-10-07,55,,,7,.6466,,,,,
bK05S01P,3291100,"       (2005 SP1)","2005 SP1",,,Y,N,23.3,,,,,,,,,,,,,,,,,,,"JPL 18",2453642.5,53642,20050929.0000000,J2000,.668062867259075,2.377534709474642,.7891920544550408,5.981392980695345,180.1862272482878,109.6363889693866,14.63367043434771,3.965877364494244,.2688523116944952,2453588.069854534201,20050805.5698545,1339.025123983604,3.66605098968817,.0141354,5.501073618,1.32958,3.189,.0008836,.0057938,.00017771,.0062725,.00026079,.0013597,.058237,.0096644,.00098274,.017653,4.8946,APO,"Otto Matic",20,2005-09-23,2005-10-13,113,,,8,.53336,,,,,
bK05S01Q,3291101,"       (2005 SQ1)","2005 SQ1",,,Y,N,25.3,,,,,,,,,,,,,,,,,.69338,,"JPL 10",2459000.5,59000,20200531.0000000,J2000,.4117866271148514,1.736312198996529,1.021322054953378,6.411750482676881,176.9756726450255,161.670602173119,158.9316544214875,2.451302343039681,.4307867620675433,2458631.566531249239,20190528.0665312,835.680275485242,2.28796790002804,.0255744,9.952789248,2.96149,4.043,.00016224,.00049943,1.2086E-5,.00189,.00022098,.0017814,1.0012,.00070508,.00018587,2.1649,.36056,AMO,"Otto Matic",30,2005-09-23,2005-10-23,41,,,6,.60092,,,,,
bK05S01S,3291103,"       (2005 SS1)","2005 SS1",,,Y,N,26.1,,,,,,,,,,,,,,,,,,,"JPL 9",2453640.5,53640,20050927.0000000,J2000,.5139978557573044,1.980749463008632,.962648486229763,2.872084203526933,179.1577502009889,142.7228392292939,12.49268393999824,2.998850439787501,.3535572551694299,2453605.165740110434,20050822.6657401,1018.222635050956,2.78774164284998,.00690035,2.6854092095,2.34821,3.684,.001246,.0049032,8.5079E-5,.0050929,6.111E-5,.0077285,.048919,.0074234,.0013128,.0071677,3.7808,APO,"Otto Matic",14,2005-09-23,2005-10-07,41,,,8,.6688,,,,,
bK05S04R,3291165,"       (2005 SR4)","2005 SR4",,,Y,N,23.5,,,,,,,,,,,,,,,,,,,"JPL 10",2459000.5,59000,20200531.0000000,J2000,.474075290776397,2.185589236663375,1.149455383774422,6.83156870979475,357.7175871844082,333.0009634252436,207.0096834527245,3.221723089552328,.3050361135890806,2459502.048209315869,20211014.5482093,1180.188128429154,3.23117899638372,.149441,58.15795397,2.16985,3.514,.0007238,.0030219,3.4561E-5,.0074709,.00073539,.014767,3.5172,.0044545,.00063264,12.571,2.4477,AMO,"Otto Matic",29,2005-09-24,2005-10-23,22,,,7,.61917,,,,,
bK05S04T,3291167,"       (2005 ST4)","2005 ST4",,,Y,N,22.4,,,,,,,,,,,,,,,,,,,"JPL 14",2459000.5,59000,20200531.0000000,J2000,.5541041508234705,2.361595829456095,1.053025777787076,4.993014130655236,168.8978240039844,231.3338897822832,8.321290779113223,3.670165881125114,.2715787056421718,2458969.859560944085,20200430.3595609,1325.582575219763,3.62924729697403,.0873671,34.000654307,1.77323,3.321,2.9021E-5,.00020929,2.4788E-5,.00029227,.00017619,.0011755,.18453,.00032526,3.6102E-5,.67538,.17622,AMO,"Otto Matic",89,2005-09-25,2005-12-23,48,,,5,.69689,,,,,
bK05S04V,3291168,"       (2005 SV4)","2005 SV4",,,Y,N,22.7,,,,,,,,,,,,,,,,,,,"JPL 10",2459000.5,59000,20200531.0000000,J2000,.5974769983039167,2.396768956210288,.9647546346257535,8.110446664137378,173.5565019853602,141.5608164369403,351.7608721288964,3.828783277794822,.2656224740777929,2459031.518188124739,20200701.0181881,1355.307005741415,3.71062835247478,.0223256,8.688453752,1.57206,3.249,.00013314,.0015184,.00029218,.0029562,.0059791,.010942,1.3401,.0024257,.00025242,5.0745,1.288,APO,"Otto Matic",27,2005-09-25,2005-10-22,39,,,7,.43009,,,,,
bK05S04W,3291169,"       (2005 SW4)","2005 SW4",,,Y,N,20.1,,,,,,,,,,,,,,,,,,,"JPL 35",2459000.5,59000,20200531.0000000,J2000,.5383068626696564,2.701430214702706,1.247231791105076,6.85103564773042,10.22644007442017,64.97793927485937,91.4432417779115,4.155628638300336,.2219797941798471,2458588.556011513262,20190415.0560115,1621.769230528836,4.44016216435,.287324,111.81788108,1.28216,3.132,1.3361E-7,4.5951E-8,3.4203E-7,1.0081E-5,5.1535E-5,9.06E-5,3.738E-5,7.0687E-8,5.6638E-9,.00015887,4.1379E-5,AMO,"Otto Matic",3428,2005-09-25,2015-02-13,115,,,0,.55134,,,,,
bK05S04X,3291170,"       (2005 SX4)","2005 SX4",,,Y,N,20.4,,,,,,,,,,21.64,,,,,,,,,"JPL 65",2459000.5,59000,20200531.0000000,J2000,.5759735417080513,2.725648605167483,1.155747124597558,3.541353457650029,171.0009134105499,250.1968925814817,80.8016617793873,4.295550085737408,.21902781772711,2458631.589499873211,20190528.0894999,1643.626840351983,4.50000503860913,.179417,69.82371389,1.0921,3.090,2.7128E-8,5.9257E-9,7.2874E-8,2.9245E-6,6.1816E-5,7.127E-5,6.411E-6,9.3387E-9,7.1426E-10,2.8138E-5,5.36E-6,AMO,"Otto Matic",3401,2005-09-25,2015-01-17,301,,,0,.49971,,,,,
bK05S09P,3291224,"       (2005 SP9)","2005 SP9",,,Y,N,21.2,,,,,,,,,,,,,,,,,,,"JPL 15",2459000.5,59000,20200531.0000000,J2000,.6237510426136661,.8657223927619456,.3257271476626843,27.74483929906731,354.8302513962913,228.1273753566041,157.3712154933019,1.405717637861207,1.223590502180881,2458871.885716697858,20200123.3857167,294.2160791198933,0.805519723805321,.0509502,19.828289334,3.68196,6.575,1.0638E-6,1.7728E-8,9.1849E-7,9.8352E-5,6.1832E-5,6.2487E-5,.00019491,2.8786E-8,3.7584E-8,.00015581,9.0372E-6,ATE,"Otto Matic",1840,2005-09-25,2010-10-09,65,,,1,.57428,,,,,
bK05S09Q,3291225,"       (2005 SQ9)","2005 SQ9",,,Y,N,22.9,,,,,,,,,,,,,,,,,,,"JPL 14",2459000.5,59000,20200531.0000000,J2000,.3565350873405005,1.443626640074889,.9289230898687152,4.043432614432503,6.77404653294928,280.4444392084935,206.090816579648,1.958330190281063,.5682268382377171,2459271.358701249807,20210225.8587012,633.549800492518,1.73456481996583,.0382296,14.877813432,3.22686,4.586,.00024811,.00037829,.00011486,.00096946,.032378,.03721,1.434,.00051317,.00022335,2.6301,.24903,APO,"Otto Matic",29,2005-09-26,2005-10-25,42,,,7,.5145,,,,,
bK05S09R,3291226,"       (2005 SR9)","2005 SR9",,,Y,N,20.5,,,,,,,,,,,,,,,,,,,"JPL 3",2459000.5,59000,20200531.0000000,J2000,.4135381960285832,2.216662390044554,1.299987824061121,20.19843234338362,181.5357246843333,240.5124737984893,139.4645594799645,3.133336956027986,.2986446539654107,2458533.508350800355,20190219.0083508,1205.445988133092,3.30033124745542,.412847,160.66766699,2.52194,3.463,.00013202,.00062319,7.3496E-5,.0046237,.0017744,.0051159,.67688,.0008809,.00012594,2.0696,.50834,AMO,"Otto Matic",29,2005-09-26,2005-10-25,29,,,6,.65473,,,,,
bK05S09W,3291227,"       (2005 SW9)","2005 SW9",,,Y,N,19.6,,,,,,,,,,,,,,,,,,,"JPL 8",2453640.5,53640,20050927.0000000,J2000,.5847696620905384,2.055890591873388,.8536681451684701,15.72057289825034,226.6801054918467,194.4562129761647,346.3150458997301,3.258113038578307,.334352115348942,2453681.429766769945,20051106.9297668,1076.709204080527,2.94786914190425,.118081,45.95358277,2.12431,3.513,.0083102,.038535,.0010839,.13715,.12786,.14278,.43353,.061069,.0094005,.14586,30.272,APO,"Otto Matic",4,2005-09-25,2005-09-29,33,,,9,.51276,,,,,
bK05S19J,3291298,"       (2005 SJ19)","2005 SJ19",,,Y,N,24.0,,,,,,,,,,,,,,,,,,,"JPL 9",2453644.5,53644,20051001.0000000,J2000,.3819000620950025,1.566157610927313,.9680419220636114,18.44248438697055,10.74145421070262,311.9309486209307,20.56137379464261,2.164273299791014,.5028643824315924,2453603.611493052623,20050821.1114931,715.8987841994814,1.96002404982746,.052362,20.37771954,3.27662,4.284,.00087096,.002178,1.7849E-5,.028231,.0025253,.011387,.05343,.0030098,.001049,.020958,1.4934,APO,"Otto Matic",16,2005-09-27,2005-10-13,32,,,8,.77342,,,,,
bK05S25M,3291347,"       (2005 SM25)","2005 SM25",,,Y,N,19.5,,,,,,,,,,,,,,,,,,,"JPL 23",2459000.5,59000,20200531.0000000,J2000,.4873662644332473,2.152257392848564,1.103319747197119,6.819133327562924,193.4088143255001,148.7000244714531,236.6406925440472,3.201195038500009,.3121495847314,2459395.692925091032,20210630.1929251,1153.293220972165,3.15754475283276,.112646,43.83844382,2.2465,3.533,1.2234E-7,2.2007E-7,2.3378E-7,1.5637E-5,5.4605E-5,7.544E-5,.00026727,3.2733E-7,4.7877E-8,.0009168,.00017689,AMO,"Otto Matic",1005,2005-07-29,2008-04-29,84,,,1,.65113,,,,,
bK05S26G,3291349,"       (2005 SG26)","2005 SG26",,,Y,N,25.9,,,,,,,,,,,,,,,,,,,"JPL 9",2453645.5,53645,20051002.0000000,J2000,.5942565839813374,2.481265110272488,1.006756981889883,5.92183605293121,184.9744616734386,207.8085793464203,354.9991094448577,3.955773238655093,.252170523838909,2453665.331384251464,20051021.8313843,1427.605393840457,3.90857055124013,.0312569,12.164247773,1.49204,3.202,.0021048,.012989,4.7547E-5,.015147,.0014511,.00039777,.042348,.020707,.0019801,.012219,11.21,APO,"Otto Matic",8,2005-09-29,2005-10-07,22,,,8,.64704,,,,,
bK05S26H,3291350,"       (2005 SH26)","2005 SH26",,,Y,N,20.5,,,,,,,,,,,,,,,,,,,"JPL 24",2459000.5,59000,20200531.0000000,J2000,.3113569357987269,1.097656425730361,.7558934844551728,22.40646563449672,193.977012789668,35.85258227649111,25.6743557953405,1.439419367005549,.8570466026719867,2458970.543220852523,20200501.0432209,420.0471699877691,1.15002647498363,.190284,74.05282428,3.56335,5.547,1.652E-7,5.9627E-9,1.8435E-7,1.6838E-5,1.9026E-5,4.718E-5,5.7298E-5,7.8193E-9,6.9835E-9,6.6953E-5,3.4227E-6,APO,"Otto Matic",5436,2005-09-29,2020-08-17,75,,,0,.75324,,,,,
bK05S26J,3291351,"       (2005 SJ26)","2005 SJ26",,,Y,N,23.9,,,,,,,,,,,,,,,,,,,"JPL 11",2459000.5,59000,20200531.0000000,J2000,.5830557182885269,2.481827820721022,1.034783918042077,3.553133777113489,39.01349841869076,343.6610685595664,267.0114060291605,3.928871723399967,.2520847659085131,2459369.378276462716,20210603.8782765,1428.091057793836,3.90990022667717,.0422477,16.441537409,1.52988,3.217,.00072783,.0035941,.00030781,.0035268,.018263,.016583,3.1279,.0056897,.00054759,13.209,3.1022,AMO,"Otto Matic",21,2005-09-29,2005-10-20,48,,,7,.68816,,,,,
bK05S26K,3291352,"       (2005 SK26)","2005 SK26",,,Y,N,25.5,,,,,,,,,,,,,,,,,,,"JPL 8",2459000.5,59000,20200531.0000000,J2000,.4649783056032574,1.78822366325194,.9567384542734032,2.146704921452339,172.2342036391656,229.1898045001315,35.42066485358507,2.619708872230477,.4121651971920335,2458914.561970552351,20200306.0619706,873.4361912470522,2.39133796371541,.0119251,4.640891167,2.80313,3.947,.00032823,.0010309,3.5406E-5,.0017714,.0017097,.0053944,2.2685,.0015102,.00035641,5.4296,.75528,APO,"Otto Matic",3,2005-09-29,2005-10-02,42,,,7,.49237,,,,,
bK05S70Y,3292013,"       (2005 SY70)","2005 SY70",,,Y,N,26.8,,,,,,,,,,,,,,,,,,,"JPL 7",2453646.5,53646,20051003.0000000,J2000,.5403162669203567,2.282395933287916,1.049180282979586,1.43961450466881,19.09670901239498,358.5876248196117,358.092347953899,3.515611583596247,.2858364415880749,2453653.173928752759,20051009.6739288,1259.461522820116,3.44821772161565,.0504765,19.643939505,1.94298,3.394,.0023702,.012198,.00019751,.0046153,.0056249,.011953,.018044,.018789,.0022915,.0097467,10.097,AMO,"Otto Matic",7,2005-09-30,2005-10-07,18,,,8,.69838,,,,,
bK05S70Z,3292014,"       (2005 SZ70)","2005 SZ70",,,Y,N,24.4,,,,,,,,,,,,,,,,,,,"JPL 13",2459000.5,59000,20200531.0000000,J2000,.4407421423940322,1.621892383234505,.9070560595151665,3.717910325744217,198.8094186066722,118.1486937150456,54.80893655389368,2.336728706953843,.477167682827423,2458885.636947604818,20200206.1369476,754.4517639309639,2.06557635573159,.0169586,6.599778362,2.99514,4.208,.00038505,.00098606,7.3056E-5,.0029232,.00065006,.00013179,2.4183,.0014207,.00043515,4.9632,.68802,APO,"Otto Matic",28,2005-09-30,2005-10-28,67,,,7,.66,,,,,
bK05S71D,3292011,"       (2005 SD71)","2005 SD71",,,Y,N,23.2,,,,,,,,,,,,,,,,,,,"JPL 17",2459000.5,59000,20200531.0000000,J2000,.3027616563026698,1.543395950133133,1.076114835939993,5.175295607393167,40.78785478526466,354.6002193545738,219.4398469237949,2.010677064326273,.5140294948679829,2459273.947641583884,20210228.4476416,700.3489169283138,1.9174508334793,.0837382,32.588395294,3.41909,4.405,3.6717E-5,9.2318E-5,7.7006E-6,.00052417,.00024489,9.3209E-5,.24884,.00012027,4.612E-5,.50863,.062837,AMO,"Otto Matic",65,2005-09-30,2005-12-04,68,,,6,.57652,,,,,
bK05T00A,3292015,"       (2005 TA)","2005 TA",,,Y,N,27.2,,,,,,,,,,,,,,,,,,,"JPL 9",2459000.5,59000,20200531.0000000,J2000,.2505160332398031,1.281535471728752,.9604902888951651,2.777480350025633,13.85296288538479,34.58800669578206,17.42653100089347,1.602580654562338,.6793727554042032,2458974.849087651410,20200505.3490877,529.9005547930938,1.45078865104201,.00128945,0.5018152565,3.75809,5.020,4.1143E-5,3.5619E-5,2.6034E-5,.00069003,.017506,.02233,.43791,4.4542E-5,2.8324E-5,.64352,.022092,APO,"Otto Matic",4,2005-10-01,2005-10-05,49,,,6,.40908,,,,,
bK05T00C,3292017,"       (2005 TC)","2005 TC",,,Y,N,23.7,,,,,,,,,,,,,,,,,,,"JPL 8",2453646.5,53646,20051003.0000000,J2000,.7155343085919676,3.652959589461589,1.039141675301793,14.88589063585949,9.145951139087174,321.9762244982729,4.842260688046573,6.266777503621386,.141168165832423,2453612.198635669782,20050829.6986357,2550.150013476456,6.98193022170145,.0977283,38.032922511,.295793,2.556,.0057066,.074155,.0002496,.075845,.0020653,.0096319,.15085,.12722,.0042986,.024186,77.652,AMO,"Otto Matic",6,2005-10-01,2005-10-07,34,,,9,.35453,,,,,
bK05T00D,3292018,"       (2005 TD)","2005 TD",,,Y,N,23.5,,,,,,,,,,,,,,,,,,,"JPL 10",2453647.5,53647,20051004.0000000,J2000,.3214083825971187,1.439730946819567,.9769893518272718,24.54812034132029,11.83848836551086,47.27793232935854,335.5895211348376,1.902472541811863,.5705347009323073,2453690.285265865991,20051115.7852659,630.9870362165985,1.72754835377577,.054941,21.38138897,3.62555,4.520,.0013456,.0030271,.0001169,.059862,.0022317,.069828,.12046,.0040001,.0017994,.07619,1.99,APO,"Otto Matic",14,2005-10-01,2005-10-15,45,,,8,.95634,,,,,
bK05T00E,3292019,"       (2005 TE)","2005 TE",,,Y,N,23.9,,,,,,,,,,,,,,,,,,,"JPL 7",2453646.5,53646,20051003.0000000,J2000,.5806428033362416,1.759904853034075,.7380287655633134,6.529544786881011,13.08211047124376,270.5576925451784,26.52570464953343,2.781780940504837,.4221533991896371,2453583.665720564013,20050801.1657206,852.7705821889713,2.33475860968918,.0300951,11.712110067,2.43479,3.897,.0072363,.024566,.0024335,.082237,.0189,.039198,.63629,.03883,.008839,.19167,17.855,APO,"Otto Matic",6,2005-10-01,2005-10-07,17,,,9,.55462,,,,,
bK05T00F,3292020,"       (2005 TF)","2005 TF",,,Y,N,20.2,,,,,,,,,,2.57,,,,,,,,,"JPL 111",2459000.5,59000,20200531.0000000,J2000,.4561291908100662,1.963217464356277,1.067736670955258,3.621735220140307,26.39845242342554,43.58326033353635,97.3333266802866,2.858698257757295,.3583038384473798,2458728.849751702197,20190902.3497517,1004.73386375086,2.75081139972857,.0920684,35.830259228,2.47325,3.741,1.3867E-8,1.8723E-9,2.7367E-8,2.2392E-6,2.8163E-5,3.1913E-5,4.5318E-6,2.7264E-9,5.1258E-10,1.2543E-5,1.4373E-6,AMO,"Otto Matic",4173,2005-10-01,2017-03-05,675,,,0,.42646,,,,,
bK05T00L,3292344,"       (2005 TL)","2005 TL",,,Y,N,21.2,,,,,,,,,,,,,,,,,,,"JPL 11",2459000.5,59000,20200531.0000000,J2000,.4573789266351991,2.366320831030578,1.2840155492593,5.131019500061667,182.8865215982452,164.1790601549366,14.82529729979822,3.448626112801856,.2707656909745534,2458945.746765768446,20200406.2467658,1329.56283606047,3.64014465724975,.278908,108.54262636,1.99419,3.394,9.4051E-5,.00042946,1.0665E-5,.00076773,.00075732,.0020957,.40939,.00062588,7.3711E-5,1.497,.36195,AMO,"Otto Matic",49,2005-09-03,2005-10-22,30,,,6,.45871,,,,,
bK05T00M,3292261,"       (2005 TM)","2005 TM",,,Y,N,24.7,,,,,,,,,,,,,,,,,,,"JPL 8",2453647.5,53647,20051004.0000000,J2000,.4171440932521348,.8411813948906105,.4902875446584008,5.216096789075438,8.673703923943947,151.8947767294306,240.4895420043889,1.19207524512282,1.277525525249727,2453741.048391506502,20060105.5483915,281.7947609537025,0.771512008086797,.023476,9.13615492,3.79178,6.914,.0053904,.0010634,.0051541,.10165,.011151,.093737,.36703,.0015071,.0024226,.46466,.53438,ATE,"Otto Matic",6,2005-10-01,2005-10-07,20,,,8,.69647,,,,,
bK05T00N,3292262,"       (2005 TN)","2005 TN",,,Y,N,22.4,,,,,,,,,,,,,,,,,.45123,,"JPL 10",2459000.5,59000,20200531.0000000,J2000,.3011003459045684,1.766115514954448,1.234337522494238,16.85409114315037,13.28522442927762,313.3345498080018,111.2074840313663,2.297893507414657,.4199285625181301,2458735.675232271644,20190909.1752323,857.2886727238453,2.34712846741641,.283667,110.39468639,3.15525,4.010,.00020686,.00064212,8.6052E-5,.0076789,.00058149,.0048519,1.2463,.00083546,.00022901,2.8234,.46754,AMO,"Otto Matic",22,2005-10-01,2005-10-23,26,,,7,.62719,,,,,
bK05T00P,3292263,"       (2005 TP)","2005 TP",,,Y,Y,20.8,,,,,,,,,,,,,,,,,,,"JPL 20",2459000.5,59000,20200531.0000000,J2000,.5887911618697624,2.277471652906792,.9365164722663537,7.882256865005066,86.40394914614569,353.7388611816583,75.32850871603945,3.618426833547231,.2867639828860484,2458737.815307320261,20190911.3153073,1255.387780490737,3.43706442297259,.0398538,15.509903346,1.66903,3.344,8.0846E-8,4.26E-8,1.8417E-7,1.2401E-5,.00012063,.00011982,4.55E-5,6.7683E-8,8.0459E-9,.00015144,3.5223E-5,APO,"Otto Matic",2485,2005-10-02,2012-07-22,66,,,0,.47815,,,,,
bK05T00R,3292264,"       (2005 TR)","2005 TR",,,Y,N,23.1,,,,,,,,,,,,,,,,,,,"JPL 18",2459000.5,59000,20200531.0000000,J2000,.3031684330423033,1.557632960496592,1.085407816607796,11.83192887637779,16.05646617176102,349.3119513711804,196.4955901599513,2.029858104385387,.5069981575167259,2459322.995076985866,20210418.4950770,710.0617520254469,1.94404312669527,.0890026,34.637141842,3.43062,4.361,.00025716,.00065906,5.869E-5,.0073768,.00011535,.0019614,1.7287,.00085886,.00032178,3.6144,.45066,AMO,"Otto Matic",26,2005-10-03,2005-10-29,74,,,7,.78665,,,,,
bK05T15B,3292345,"       (2005 TB15)","2005 TB15",,,Y,N,19.5,,,,,,,,,,,,,,,,,,,"JPL 42",2459000.5,59000,20200531.0000000,J2000,.7557603974929079,1.812032248502757,.4425700361043456,7.289702967581146,9.510551172972175,139.1094929056828,309.883018341699,3.181494460901168,.4040686811737473,2459124.530849193063,20201002.0308492,890.9376469224596,2.43925433791228,.0674155,26.236090135,1.85335,3.638,9.5427E-8,6.1762E-8,1.7554E-7,1.8272E-5,5.0718E-5,5.3556E-5,6.7664E-5,1.0844E-7,2.0659E-8,.00017376,4.555E-5,APO,"Otto Matic",2139,2005-09-24,2011-08-03,143,,,0,.55455,,,,,
bK05T15F,3292347,"       (2005 TF15)","2005 TF15",,,Y,N,19.5,,,,,,,,,,,,,,,,,,,"JPL 18",2459000.5,59000,20200531.0000000,J2000,.6563442578455776,2.290198093822337,.7870397256131587,15.99121227053953,76.25163238664729,7.063972768340632,64.5717208904628,3.793356462031515,.2843770211087275,2458773.436221644383,20191016.9362216,1265.925068757082,3.46591394594684,.184537,71.81626429,1.49825,3.234,1.355E-7,1.8329E-8,3.1068E-7,3.1097E-5,.00013864,.00013421,1.8088E-5,3.0358E-8,3.4138E-9,6.1076E-5,1.5197E-5,APO,"Otto Matic",2719,2005-10-04,2013-03-15,49,,,0,.53918,,,,,
bK05T15P,3292767,"       (2005 TP15)","2005 TP15",,,Y,N,25.2,,,,,,,,,,,,,,,,,,,"JPL 6",2453647.5,53647,20051004.0000000,J2000,.2805401364291959,1.343678721090656,.9667229093588756,14.88111697777553,187.1556249499652,143.3305212989571,22.21184626983174,1.720634532822436,.6327919045543542,2453612.398656082722,20050829.8986561,568.907404486363,1.55758358517827,.00785132,3.0554982044,3.67775,4.815,.005376,.0095292,.00036785,.18838,.011124,.069248,.32203,.012203,.0067315,.13552,6.0519,APO,"Otto Matic",4,2005-10-01,2005-10-05,9,,,9,.44954,,,,,
