id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT
bK05O03K,3285298,"       (2005 OK3)","2005 OK3",,,Y,N,21.5,,,,,,,,,,,,,,,,,,,"JPL 20",2459000.5,59000,20200531.0000000,J2000,.5014906945134672,2.143809673526722,1.068709071445117,7.717323395552802,134.7130590452431,189.4096884926019,256.4526534910612,3.218910275608327,.3139964474539865,2459330.272350447095,20210425.7723504,1146.509786715835,3.13897272201461,.0581579,22.633309943,2.14078,3.528,5.1149E-5,.00021755,1.2095E-6,.00052575,.0001038,.00057487,.2579,.00032664,4.7795E-5,.87155,.17451,AMO,"Otto Matic",74,2005-07-31,2005-10-13,140,,,6,.44334,,,,,
bK05P00P,3288433,"       (2005 PP)","2005 PP",,,Y,N,21.3,,,,,,,,,,,,,,,,,,,"JPL 22",2459000.5,59000,20200531.0000000,J2000,.4760369218488161,2.190384770826639,1.147680746857801,10.16040880433848,304.5046584140621,358.2941908608154,208.7941032809827,3.233088794795477,.3040349126743574,2459497.830702546551,20211010.3307025,1184.074542075979,3.2418194170458,.132512,51.56969504,2.03839,3.499,8.921E-8,3.9552E-9,1.9691E-7,1.4344E-5,2.4386E-5,4.8977E-5,1.6913E-5,5.838E-9,8.235E-10,5.6387E-5,3.2072E-6,AMO,"Otto Matic",4824,2005-08-03,2018-10-18,73,,,0,.52212,,,,,
bK05P02H,3288440,"       (2005 PH2)","2005 PH2",,,Y,N,20.4,,,,,,,,,,,,,,,,,,,"JPL 25",2459000.5,59000,20200531.0000000,J2000,.6042989691310676,1.423336423708969,.5632156901349386,5.759607141529599,96.42930341393864,343.5588581833949,206.8727548594031,2.283457157282999,.5804204813368661,2459264.321229719363,20210218.8212297,620.2400011295642,1.69812457530339,.0907633,35.322353461,2.99703,4.485,2.3913E-7,3.9666E-8,3.2514E-7,6.5942E-6,.00012909,.00014908,4.1633E-5,6.3636E-8,2.4263E-8,8.1793E-5,2.5927E-5,APO,"Otto Matic",3935,2005-08-04,2016-05-13,94,,,1,.45019,,,,,
bK05P05A,3288478,"       (2005 PA5)","2005 PA5",,,Y,Y,21.8,,,,,,,,,,,,,,,,,,,"JPL 17",2459000.5,59000,20200531.0000000,J2000,.2268152761514182,1.321628844259061,1.021863232978762,15.32879943163778,133.0621151372949,149.04516701,292.3785055774595,1.621394455539359,.6486938957411003,2459104.742532366188,20200912.2425324,554.9612881569018,1.51940119960822,.0331133,12.886702961,3.55281,4.884,8.6617E-8,2.6893E-8,1.2667E-7,2.0586E-5,2.0109E-5,8.2395E-5,.00016972,3.2993E-8,1.98E-8,.00026477,1.6939E-5,AMO,"Otto Matic",4191,2005-06-07,2016-11-27,67,,,1,.43839,,,,,
bK05P16X,3288605,"       (2005 PX16)","2005 PX16",,,Y,N,21.7,,,,,,,,,,,,,,,,,,,"JPL 11",2459000.5,59000,20200531.0000000,J2000,.4544648139634553,2.180320202160961,1.189441387105117,11.10537446781242,122.6607065372388,199.6728413045839,213.5742050521778,3.171199017216806,.3061425220277985,2459478.792900894461,20210921.2929009,1175.922892434103,3.21950141665737,.184341,71.73998697,2.18356,3.518,.00012458,.00053263,1.9017E-5,.00209,.00041697,.0025502,.6145,.0007747,.00011218,2.1825,.4309,AMO,"Otto Matic",41,2005-08-10,2005-09-20,36,,,6,.55104,,,,,
bK05P17A,3288622,"       (2005 PA17)","2005 PA17",,,Y,N,24.1,,,,,,,,,,,,,,,,,,,"JPL 10",2459000.5,59000,20200531.0000000,J2000,.5723393925283288,2.313320088686617,.989315874404139,2.541376419452701,125.3935120968178,232.3575127995887,69.30248963848747,3.637324302969096,.280124103754568,2458753.100762627670,20190926.6007626,1285.144674002833,3.51853435729728,.0237354,9.237105618,1.81611,3.342,1.7038E-7,1.3366E-8,3.8939E-7,9.9155E-6,.00022561,.00030658,1.7828E-5,2.1017E-8,2.4279E-9,6.3971E-5,1.1138E-5,APO,"Otto Matic",5196,2005-08-12,2019-11-03,72,,,0,.47873,,,,,
bK05Q00C,3288779,"       (2005 QC)","2005 QC",,,Y,N,18.9,,,,,,,,,,,,,,,,,,,"JPL 12",2459000.5,59000,20200531.0000000,J2000,.7734626102451286,1.800900152176477,.4079712196832098,13.79772346292406,79.89023450291322,12.25757879441948,18.57886703347769,3.193829084669745,.4078210342895423,2458954.943578257694,20200415.4435783,882.7401475923122,2.41681080791872,.200656,78.08929552,2.05805,3.614,4.5229E-8,2.2305E-8,8.2182E-8,1.4342E-5,5.92E-5,7.1442E-5,4.1289E-5,3.9558E-8,7.5767E-9,.0001004,1.64E-5,APO,"Otto Matic",4373,2005-08-22,2017-08-12,94,,,0,.48936,,,,,
bK05Q00L,3288788,"       (2005 QL)","2005 QL",,,Y,N,18.6,,,,,,,1.847,,0.017,,,,,,,,,0.436,"JPL 29",2459000.5,59000,20200531.0000000,J2000,.5017681638381898,2.447341437954716,1.219343418347063,10.71652858775002,104.9999937322662,290.6228040589121,284.1723371162379,3.675339457562369,.2574318207787472,2459295.054350951560,20210321.5543510,1398.428519485189,3.8286886228205,.294331,114.54479527,1.88784,3.292,2.5167E-7,1.5289E-7,5.4253E-7,1.8115E-5,6.2488E-5,.00010067,.00013517,2.296E-7,2.4123E-8,.00055255,.00013104,AMO,"Otto Matic",4578,2005-08-24,2018-03-07,87,,,1,.59495,,,,,
bK05Q05A,3288853,"       (2005 QA5)","2005 QA5",,,Y,N,21.2,,,,,,,,,,,,,,,,,,,"JPL 24",2459000.5,59000,20200531.0000000,J2000,.2110837134369581,1.38991450856942,1.096526192740682,6.80211865073642,93.34456846889788,264.5158010293043,347.9253140446208,1.683302824398158,.601481039238253,2459020.574923676183,20200620.0749237,598.5226075553816,1.63866559221186,.150557,58.59226769,3.75527,4.747,8.6103E-8,1.7409E-8,1.279E-7,9.219E-6,7.7727E-5,.00013658,.00011678,2.1083E-8,1.13E-8,.00019452,1.1245E-5,AMO,"Otto Matic",4681,2005-07-27,2018-05-21,65,,,0,.53611,,,,,
bK05Q05B,3288854,"       (2005 QB5)","2005 QB5",,,Y,N,23.7,,,,,,,,,,,,,,,,,,,"JPL 10",2459000.5,59000,20200531.0000000,J2000,.2515107764802509,1.121709817704784,.8395877104683328,13.65321360405071,149.9484426174704,93.71973457547504,212.9962229006736,1.403831924941234,.8296277922696834,2459177.692445177319,20201124.1924452,433.9295324414306,1.18803431195464,.0155851,6.065253367,3.64821,5.512,1.3619E-6,7.6614E-8,1.5847E-6,.00013632,.00013947,.00017321,.00021167,9.5883E-8,8.4997E-8,.00026193,4.4457E-5,APO,"Otto Matic",4182,2005-08-26,2017-02-06,51,,,1,.57128,,,,,
bK05Q10S,3288866,"       (2005 QS10)","2005 QS10",,,Y,N,18.8,,,,,,,,,,,,,,,,,,,"JPL 62",2459000.5,59000,20200531.0000000,J2000,.4789834596360616,2.420834070976086,1.261294592455109,15.79640784321917,150.6942739138582,229.8889715761077,320.3969379194411,3.580373549497062,.2616715695487294,2459151.846446038663,20201029.3464460,1375.770400356618,3.76665407352941,.322693,125.58243481,2.03827,3.302,1.5124E-7,6.9008E-9,3.6737E-7,1.2431E-5,1.0884E-5,3.8574E-5,1.2477E-5,1.0206E-8,1.1189E-9,4.816E-5,5.8826E-6,AMO,"Otto Matic",5563,2005-07-03,2020-09-25,299,,,0,.51585,,,,,
bK05Q11N,3288932,"       (2005 QN11)","2005 QN11",,,Y,N,20.0,,,,,,,,,,,,,,,,,,,"JPL 30",2459000.5,59000,20200531.0000000,J2000,.4031218767156283,2.173384642369103,1.297245746512345,5.63451927368066,223.7122820242232,135.3314048516984,211.3142598901041,3.049523538225861,.30760910281674,2459483.859363388139,20210926.3593634,1170.316472118421,3.20415187438308,.304483,118.49564911,2.43377,3.571,1.4054E-7,1.3758E-7,3.0578E-7,9.7633E-6,8.9767E-5,.00014604,.0002027,1.9304E-7,2.9208E-8,.00070477,.00011112,AMO,"Otto Matic",3873,2005-07-03,2016-02-09,127,,,1,.49691,,,,,
bK05Q11O,3288931,"       (2005 QO11)","2005 QO11",,,Y,N,19.0,,,,,,,,,,,,,,,,,,,"JPL 23",2459000.5,59000,20200531.0000000,J2000,.5092127989983048,2.449816815675965,1.202338737932493,45.17924590877126,163.057433436801,231.2630715042765,287.5894412158146,3.697294893419438,.2570417426368385,2459282.207391341844,20210308.7073913,1400.550728869848,3.83449891545475,.337292,131.26392764,2.4232,2.957,1.2823E-6,1.0033E-6,2.6556E-6,.00015118,1.96E-5,.00033848,.00090789,1.5143E-6,1.5791E-7,.0037051,.00086041,AMO,"Otto Matic",3103,2005-08-28,2014-02-25,181,,,2,.44604,,,,,
bK05Q11P,3288933,"       (2005 QP11)","2005 QP11",,,Y,N,26.4,,,,,,,,,,,,,,,,,,,"JPL 13",2459000.5,59000,20200531.0000000,J2000,.1759098953582079,.9755655342203114,.8039539031805423,3.959888622153402,334.8238792317163,119.8845190387475,11.76841291296278,1.147177165260081,1.022867549515007,2458988.994685437481,20200519.4946854,351.9517264680987,0.963591311343186,.0105439,4.103369563,3.95619,6.184,.00012898,1.9196E-6,.00012736,.0038472,.0012138,.0011034,.030628,2.2573E-6,3.0191E-6,.029909,.0010388,ATE,"Otto Matic",9,2005-08-28,2005-09-06,48,,,4,.62363,,,,,
bK05Q11Q,3288934,"       (2005 QQ11)","2005 QQ11",,,Y,N,22.4,,,,,,,,,,,,,,,,,,,"JPL 17",2459000.5,59000,20200531.0000000,J2000,.4535816165307097,2.168760194263261,1.185050439481875,5.142262943686601,337.3204161668542,41.72527447932961,207.4186291308692,3.152469949044647,.3085934996015234,2459494.941299204792,20211007.4412992,1166.583225067463,3.19393080100606,.196436,76.44699812,2.33393,3.545,2.7159E-5,.00013515,1.4959E-5,.00023699,.00021214,.00033499,.15486,.00019645,2.8845E-5,.54803,.10905,AMO,"Otto Matic",93,2005-08-10,2005-11-11,44,,,5,.55552,,,,,
bK05Q30G,3289053,"       (2005 QG30)","2005 QG30",,,Y,N,22.2,,,,,,,,,,,,,,,,,,,"JPL 18",2459000.5,59000,20200531.0000000,J2000,.2125727258617189,1.553460972170494,1.223237538796416,7.037457696176198,341.0659660083972,351.21924062,226.9118409001684,1.883684405544571,.5090419261799093,2459261.948325285479,20210216.4483253,707.2109024527897,1.93623792594877,.214096,83.31974032,3.46097,4.409,2.5103E-5,7.2489E-5,1.8399E-5,.00066261,.00012879,.0027972,.1907,8.7898E-5,3.563E-5,.39292,.049501,AMO,"Otto Matic",54,2005-08-29,2005-10-22,51,,,5,.59663,,,,,
bK05Q30Q,3289054,"       (2005 QQ30)","2005 QQ30",,,Y,N,19.9,,,,,,,,,,,,,,,,,,,"JPL 17",2459000.5,59000,20200531.0000000,J2000,.5451655984033832,1.7552273726829,.7983377917202287,11.22568396589564,67.87867722024349,173.6019669492948,155.2800623512598,2.712116953645571,.4238420087742841,2458634.136923342458,20190530.6369233,849.3730978698645,2.32545680457184,.161785,62.96186845,2.31629,3.920,1.5284E-7,1.6719E-8,2.734E-7,2.0431E-5,.00029283,.0002946,3.0497E-5,2.5834E-8,6.0559E-9,6.8266E-5,1.2136E-5,APO,"Otto Matic",4900,2005-08-29,2019-01-28,53,,,0,.44043,,,,,
bK05Q76K,3289125,"       (2005 QK76)","2005 QK76",,,Y,N,25.1,,,,,,,,,,,,,,,,,,,"JPL 8",2453613.5,53613,20050831.0000000,J2000,.5177039966575181,1.397845994894943,.6741755366261264,22.87452825951357,337.589856501927,266.1103169460299,36.19042554659681,2.12151645316376,.5963690329814532,2453552.815384359130,20050701.3153844,603.6530740039211,1.65271204381635,.0017792,0.692411264,3.18935,4.540,.0026483,.0063843,.0006229,.1083,.0014782,.083886,.33131,.0096896,.0040857,.13981,4.1356,APO,"Otto Matic",1,2005-08-30,2005-08-31,14,,,9,.81766,,,,,
bK05Q76L,3289126,"       (2005 QL76)","2005 QL76",,,Y,N,19.9,,,,,,,,,,,,,,,,,,,"JPL 31",2459000.5,59000,20200531.0000000,J2000,.4424571802079396,2.210060058284447,1.232203116805716,5.889993271333211,327.6769076940708,54.66712459307953,162.2466470454346,3.187916999763177,.2999839091675518,2458459.648834030248,20181207.1488340,1200.064366782177,3.28559717120377,.251141,97.73654297,2.31388,3.517,1.2997E-7,3.0449E-8,2.8285E-7,9.3529E-6,6.8471E-5,.00011014,5.8605E-5,4.3921E-8,6.1995E-9,.00018486,2.4801E-5,AMO,"Otto Matic",3789,2005-08-30,2016-01-14,124,,,0,.67479,,,,,
bK05Q87P,3289172,"       (2005 QP87)","2005 QP87",,,Y,N,27.7,,,,,,,,,,,,,,,,,,,"JPL 16",2459000.5,59000,20200531.0000000,J2000,.1751551153458362,1.232587270734736,1.016693305155384,.266905180725997,327.5315987813505,7.270720481664426,280.843710307921,1.448481236314088,.7202405294500409,2459110.402576230361,20200917.9025762,499.8330214420004,1.3684682311896,.00655377,2.5505306709,3.83325,5.180,1.2036E-5,1.7774E-5,1.7623E-7,2.1505E-5,.0002496,.00046144,.096767,2.0887E-5,1.5579E-5,.13673,.010811,APO,"Otto Matic",29,2005-08-31,2005-09-29,85,,,5,.72072,,,,,
bK05Q87Q,3289173,"       (2005 QQ87)","2005 QQ87",,,Y,N,22.7,,,,,,,,,,,,,,,,,,,"JPL 22",2459000.5,59000,20200531.0000000,J2000,.3018038663121131,1.000745704037029,.6987167813634156,33.967405471937,155.019565074429,54.71541996188757,.5940743532794733,1.302774626710642,.9845062379157331,2458999.896576344161,20200530.3965763,365.6655347985855,1.00113767227539,.0795342,30.952324614,3.76184,5.893,5.7192E-7,5.8888E-9,5.6976E-7,4.6728E-5,7.5255E-6,3.2514E-5,3.9041E-5,7.6661E-9,8.6899E-9,3.9652E-5,3.2276E-6,APO,"Otto Matic",5110,2005-08-31,2019-08-28,82,,,0,.36454,,,-9.923387826323036E-14,,
bK05Q87R,3289174,"       (2005 QR87)","2005 QR87",,,Y,N,20.4,,,,,,,,,,,,,,,,,,,"JPL 14",2459000.5,59000,20200531.0000000,J2000,.4255682533009057,2.136131970399,1.227062018936076,8.606317005897559,354.0596119447064,346.1361061488109,262.5443220188143,3.045201921861925,.3156908205882066,2459309.206087176063,20210404.7060872,1140.356248969276,3.12212525385154,.222219,86.48096823,2.36971,3.582,5.2443E-5,.00023457,2.3178E-5,.000715,.00037471,.00095775,.27504,.00033439,5.1999E-5,.92209,.18783,AMO,"Otto Matic",53,2005-08-31,2005-10-23,55,,,6,.56474,,,,,
bK05Q88F,3289175,"       (2005 QF88)","2005 QF88",,,Y,N,20.7,,,,,,,,,,,,,,,,,,,"JPL 21",2459000.5,59000,20200531.0000000,J2000,.4580520882091887,2.256415935277895,1.222859904255366,7.008639263237117,180.2051214283497,176.4666870660748,123.1953714273091,3.289971966300425,.2907872341770442,2458576.838446300905,20190403.3384463,1238.018584339972,3.38951015561936,.21909,85.2632553,2.16486,3.468,3.7774E-5,.00018006,1.2367E-5,.00039712,.00015992,.00087583,.1864,.00026253,3.4806E-5,.59032,.14819,AMO,"Otto Matic",73,2005-08-31,2005-11-12,110,,,5,.60501,,,,,
bK05Q88G,3289176,"       (2005 QG88)","2005 QG88",,,Y,N,20.4,,,,,,,,,,,,,,,,,,,"JPL 21",2459000.5,59000,20200531.0000000,J2000,.4935783557317459,1.72838826885643,.8752932290482343,11.31686584022927,344.6332570262237,273.3950963809419,211.6010178437097,2.581483308664625,.4337526178970634,2459342.628153314127,20210508.1281533,829.9661722973943,2.27232353811744,.097288,37.86157096,2.60803,3.994,5.0103E-7,9.1486E-8,9.1098E-7,3.2654E-5,3.4967E-5,7.0137E-5,.00011714,1.3664E-7,3.4439E-8,.00029519,6.5897E-5,APO,"Otto Matic",3281,2005-08-27,2014-08-21,76,,,1,.57656,,,,,
bK05QF1X,3289740,"       (2005 QX151)","2005 QX151",,,Y,N,20.5,,,,,,,,,,,,,,,,,,,"JPL 36",2459000.5,59000,20200531.0000000,J2000,.4722970362684924,2.296016226993665,1.211614567760191,7.927842355388591,359.6057754401818,37.05953929665784,67.60443077891597,3.38041788622714,.2832967838968626,2458761.865343266558,20191005.3653433,1270.752159795298,3.47912980094537,.232684,90.55363228,2.10578,3.426,1.0946E-7,1.2803E-8,2.449E-7,8.1242E-6,3.5592E-5,5.9253E-5,2.9638E-5,1.885E-8,2.3696E-9,.00010306,1.0629E-5,AMO,"Otto Matic",5258,2005-08-31,2020-01-23,140,,,0,.56124,,,,,
bK05QF1Z,3289742,"       (2005 QZ151)","2005 QZ151",,,Y,Y,20.3,,,,,,,,,,,,,,,,,,,"JPL 33",2459000.5,59000,20200531.0000000,J2000,.5803418917075801,1.937017918463426,.8128852753908822,4.851785572748658,20.8332422878373,63.0757552144429,139.0316442600638,3.061150561535969,.3655978361292793,2458620.214258344514,20190516.7142583,984.6885414078332,2.6959302981734,.00438353,1.7059383701,2.2317,3.676,4.7568E-8,1.615E-8,8.7735E-8,1.3854E-5,7.6088E-5,7.5908E-5,2.2727E-5,2.5523E-8,4.5724E-9,5.7464E-5,1.2315E-5,APO,"Otto Matic",3141,2005-08-31,2014-04-07,107,,,0,.64515,,,,,
bK05QH3R,3290340,"       (2005 QR173)","2005 QR173",,,Y,N,20.4,,,,,,,,,,,,,,,,,,,"JPL 15",2459000.5,59000,20200531.0000000,J2000,.5109287190511653,2.385315748802471,1.166589428734253,4.336427863326621,246.41426473865,77.91996830971803,1.543844949959932,3.604042068870688,.2675378671810483,2458994.729433888268,20200525.2294339,1345.603909432307,3.68406272260727,.17383,67.6494211,1.79935,3.342,.00013439,.00073993,4.1335E-5,.00088713,.011131,.015832,.71151,.001118,.00012449,2.6568,.62611,AMO,"Otto Matic",56,2005-08-29,2005-10-24,43,,,6,.74832,,,,,
bK05QH6S,3291164,"       (2005 QS176)","2005 QS176",,,Y,N,21.6,,,,,,,,,,,,,,,,,,,"JPL 12",2459000.5,59000,20200531.0000000,J2000,.4749428691571472,2.217292862645281,1.164205428698867,8.486862367787706,174.8706037205069,201.8965349730215,156.2970014062272,3.270380296591695,.2985172865641606,2458476.922276226760,20181224.4222762,1205.960311858271,3.30173938907124,.171833,66.87224861,2.19627,3.483,2.0678E-5,.00012132,1.7854E-5,.00026714,7.8973E-5,.00014216,.12919,.00017894,2.45E-5,.38981,.098976,AMO,"Otto Matic",103,2005-08-29,2005-12-10,55,,,5,.70615,,,,,
bK05R00A,3289177,"       (2005 RA)","2005 RA",,,Y,N,22.2,,,,,,,,,,,,,,,,,,,"JPL 10",2453615.5,53615,20050902.0000000,J2000,.6664825052611996,2.595882223536596,.8657721358309124,4.460568187519002,321.899799608288,80.2556776475418,349.4711460147037,4.32599231124228,.2356549666020711,2453660.179109195587,20051016.6791092,1527.657172648939,4.1824973926049,.0396553,15.432653101,1.19244,3.054,.0022139,.016613,.00020639,.012539,.010763,.013487,.11015,.027685,.0022622,.03853,14.665,APO,"Otto Matic",13,2005-09-01,2005-09-14,44,,,8,.62409,,,,,
bK05R00B,3289178,"       (2005 RB)","2005 RB",,,Y,N,20.3,,,,,,,,,,8.270,,,,,,,,,"JPL 54",2459000.5,59000,20200531.0000000,J2000,.4732208294666242,2.195317886196078,1.156447735147454,17.74239535482323,170.9128243812245,196.7884351442282,184.0084101858581,3.234188037244703,.3030106898824484,2459581.309838367145,20220101.8098384,1188.076896361843,3.25277726587774,.162801,63.35726517,2.23936,3.460,6.387E-8,2.605E-9,1.4071E-7,1.5217E-5,8.9356E-6,2.1103E-5,7.1614E-6,3.8377E-9,5.3934E-10,2.3575E-5,2.1147E-6,AMO,"Otto Matic",4792,2005-08-31,2018-10-14,248,,,0,.42706,,,,,
bK05R00J,3289351,"       (2005 RJ)","2005 RJ",,,Y,N,22.3,,,,,,,,,,,,,,,,,,,"JPL 7",2453617.5,53617,20050904.0000000,J2000,.6644816863244455,2.578566916990027,.8651564236880674,6.340204076308373,141.4908004353794,255.2103173924285,350.26818658118,4.291977410291987,.2380326131377412,2453658.384369963155,20051014.8843700,1512.397798160879,4.14071950215162,.0463391,18.033787547,1.21814,3.064,.0031684,.023166,.0003974,.027233,.0027337,.0030248,.14223,.038559,.0032077,.046563,20.381,APO,"Otto Matic",7,2005-09-01,2005-09-08,18,,,8,.23646,,,,,
bK05R02Z,3289743,"       (2005 RZ2)","2005 RZ2",,,Y,N,23.3,,,,,,,,,,,,,,,,,,,"JPL 24",2459000.5,59000,20200531.0000000,J2000,.103262876039133,1.106131071977907,.9919087962092192,13.16054216584893,154.9504589804554,280.2680426050277,152.9136868545431,1.220353347746595,.8472160716196447,2458820.010403571294,20191202.5104036,424.9211175984643,1.16337061628601,.0788717,30.694499489,3.88225,5.597,3.1942E-8,4.5011E-9,3.3778E-8,1.9382E-5,1.0855E-5,5.0235E-5,4.8298E-5,4.9659E-9,5.1713E-9,5.6784E-5,2.5937E-6,APO,"Otto Matic",5299,2005-09-01,2020-03-05,67,,,0,.48289,,,-1.208240226927384E-13,,
bK05R03A,3289744,"       (2005 RA3)","2005 RA3",,,Y,N,22.3,,,,,,,,,,,,,,,,,,,"JPL 14",2459000.5,59000,20200531.0000000,J2000,.3265345009172959,1.461675646651537,.9843881188692114,6.759161886408944,176.1025191249104,233.7688598895348,83.00434829784345,1.938963174433862,.5577345610697811,2458851.675892455662,20200103.1758925,645.4683376792899,1.76719599638409,.0497891,19.376424047,3.45586,4.555,2.7653E-5,5.9731E-5,2.3387E-7,.00052717,.00032611,.00011333,.18429,7.9235E-5,3.4187E-5,.3213,.039565,APO,"Otto Matic",141,2005-09-02,2006-01-21,34,,,5,.64312,,,,,
bK05R03B,3289739,"       (2005 RB3)","2005 RB3",,,Y,N,22.6,,,,,,,,,,,,,,,,,,,"JPL 11",2459000.5,59000,20200531.0000000,J2000,.3937983820578232,.8776105574029377,.5320089398207964,36.10719848601934,165.8408534506062,320.4037339379316,222.9771961585571,1.223212174985079,1.198812645372482,2459114.798764173336,20200922.2987642,300.2971326584102,0.822168741022341,.0491042,19.109881514,3.86707,6.539,1.7687E-6,1.4811E-9,1.5521E-6,.00024109,7.63E-6,5.7543E-5,.0002876,2.0644E-9,3.0349E-9,.00023982,7.6022E-7,ATE,"Otto Matic",5107,2005-09-03,2019-08-28,103,,,1,.53116,,,,,
bK05R03J,3289745,"       (2005 RJ3)","2005 RJ3",,,Y,N,23.4,,,,,,,,,,,,,,,,,,,"JPL 17",2459000.5,59000,20200531.0000000,J2000,.529879027222791,2.292132742542174,1.077579674658419,8.798463625733071,345.7853087531403,12.1744620009667,85.53126372085767,3.506685810425928,.2840170592778669,2458699.351667789509,20190803.8516678,1267.529495993392,3.47030662831866,.0763262,29.703867254,1.95794,3.383,5.0927E-5,.00023702,5.3042E-6,.00062943,4.2358E-5,.00058235,.2459,.00036261,4.4054E-5,.81908,.19661,AMO,"Otto Matic",68,2005-09-05,2005-11-12,55,,,6,.48579,,,,,
bK05R03K,3289746,"       (2005 RK3)","2005 RK3",,,Y,N,23.7,,,,,,,,,,,,,,,,,,,"JPL 32",2459000.5,59000,20200531.0000000,J2000,.184968006544131,1.246904398392829,1.016266977470998,3.724653788195253,342.6718675350815,18.30993272400277,194.9294299635477,1.477541819314659,.7078713553329288,2459233.692894150683,20210119.1928942,508.5669836586104,1.39238051651912,.0153473,5.972708741,3.92486,5.133,1.5173E-8,6.0765E-9,1.6516E-8,4.5946E-6,9.5824E-6,3.0864E-5,4.593E-5,7.2005E-9,5.1745E-9,6.6498E-5,3.7176E-6,APO,"Otto Matic",5235,2005-09-06,2020-01-06,240,,,0,.35597,,,,,
bK05R03W,3289928,"       (2005 RW3)","2005 RW3",,,Y,N,22.8,,,,,,,,,,,,,,,,,,,"JPL 11",2453628.5,53628,20050915.0000000,J2000,.6428942829828228,2.111075246245435,.7538770394876898,2.732577801064749,49.39608807112985,218.9024154324933,19.33393586611656,3.46827345300318,.3213279503546189,2453568.331141845023,20050716.8311418,1120.350718332166,3.06735309604974,.0233026,9.068672842,1.65684,3.439,.0011714,.0060833,.00030061,.0053637,.047453,.045843,.092346,.0099942,.0013889,.027316,4.8426,APO,"Otto Matic",24,2005-09-06,2005-09-30,35,,,8,.45703,,,,,
bK05R03X,3289929,"       (2005 RX3)","2005 RX3",,,Y,N,22.3,,,,,,,,,,,,,,,,,,,"JPL 8",2453621.5,53621,20050908.0000000,J2000,.5323812075788926,1.535878692829098,.7182057396460515,16.89867748225463,.3201440058392632,73.95526365287863,328.8783873605072,2.353551646012144,.5178079341539389,2453681.602618339256,20051107.1026183,695.2384779275625,1.9034592140385,.0245411,9.550659887,3.13218,4.268,.0042734,.011688,.0010985,.11046,.013039,.073497,.44532,.017911,.0059109,.17394,7.9364,APO,"Otto Matic",3,2005-09-06,2005-09-09,27,,,9,.48924,,,,,
bK05R06P,3290081,"       (2005 RP6)","2005 RP6",,,Y,N,21.2,,,,,,,,,,,,,,,,,,,"JPL 13",2459000.5,59000,20200531.0000000,J2000,.5761673383322782,2.280204882575004,.9664253045294989,12.52353129316273,351.032285772229,287.3031501370431,116.5704288789908,3.593984460620508,.2862485312440787,2458593.264971151613,20190419.7649712,1257.648374422696,3.44325359184859,.126668,49.29538556,1.82095,3.338,5.1783E-5,.0003602,3.6144E-5,.00089186,.0010337,.0010301,.37595,.00056774,6.7828E-5,1.2169,.29801,APO,"Otto Matic",46,2005-09-08,2005-10-24,48,,,6,.5299,,,,,
bK05R24V,3290407,"       (2005 RV24)","2005 RV24",,,Y,N,20.5,,,,,,,,,,,,,,,,,,,"JPL 13",2459000.5,59000,20200531.0000000,J2000,.8817627583751398,1.505766873092829,.178037721604587,36.25875784969918,166.3651168873489,33.43455035859028,13.48382819015962,2.833496024581072,.5334177538027675,2458975.221823385081,20200505.7218234,674.8931722529635,1.84775680288286,.0730833,28.441827861,2.39087,3.865,1.7628E-7,3.5288E-8,2.6474E-7,6.572E-5,1.5326E-5,3.8925E-5,.00013457,6.6404E-8,1.8751E-8,.00025139,2.3725E-5,APO,"Otto Matic",4754,2005-09-09,2018-09-15,53,,,1,.46214,,,,,
bK05R33O,3290632,"       (2005 RO33)","2005 RO33",,,Y,N,20.1,,,,,,,,,,,,,,,,,,,"JPL 28",2459000.5,59000,20200531.0000000,J2000,.408415270855111,1.92494625824191,1.138768810800508,7.309431596936625,112.483611064032,234.2716869727222,188.9919686242708,2.711123705683312,.3690423101281248,2459463.883267128255,20210906.3832671,975.4979039531119,2.67076770418374,.16449,64.0145733,2.73243,3.804,6.6189E-8,8.0067E-9,1.292E-7,8.5546E-6,6.4998E-5,7.8914E-5,3.2242E-5,1.1277E-8,2.3025E-9,8.8443E-5,6.0863E-6,AMO,"Otto Matic",2994,2005-09-13,2013-11-24,86,,,0,.47259,,,,,
